,player,team,comp
22,Prem Devkar,Mumbai,col_c_k_nayudu
22,Rajesh Sardar,Mumbai,col_c_k_nayudu
22,Riday Khandke,Mumbai,col_c_k_nayudu
22,SACHIN GUPTA,Mumbai,col_c_k_nayudu
22,Sai Chavan  ,Mumbai,col_c_k_nayudu
22,Satyam Chaudhary,Mumbai,col_c_k_nayudu
22,Shashwat Jagtap,Mumbai,col_c_k_nayudu
22,Shreyansh Bogar,Mumbai,col_c_k_nayudu
22,Shubham Shinde,Mumbai,col_c_k_nayudu
22,Sourabh Singh,Mumbai,col_c_k_nayudu
22,Suryansh Shedge,Mumbai,col_c_k_nayudu
22,Vedant Murkar ,Mumbai,col_c_k_nayudu
22,Vedanta Gadia,Mumbai,col_c_k_nayudu
22,Zaid Patankar,Mumbai,col_c_k_nayudu
23,Anil Gupta,Nagaland,col_c_k_nayudu
23,Arjun,Nagaland,col_c_k_nayudu
23,Bamyibe Npanme,Nagaland,col_c_k_nayudu
23,Dip Borah,Nagaland,col_c_k_nayudu
23,Kavito,Nagaland,col_c_k_nayudu
23,Keduowhetuo,Nagaland,col_c_k_nayudu
23,Kelhousilie Zaputou,Nagaland,col_c_k_nayudu
23,Keneizetuo Rio ,Nagaland,col_c_k_nayudu
23,KHRIETSITUO BELHO,Nagaland,col_c_k_nayudu
23,Khrievitso,Nagaland,col_c_k_nayudu
23,Lalkishan ,Nagaland,col_c_k_nayudu
23,Lunthu Martin,Nagaland,col_c_k_nayudu
23,Mhalevor Dzeyie,Nagaland,col_c_k_nayudu
23,Mughavi Sumi,Nagaland,col_c_k_nayudu
23,Neizekho,Nagaland,col_c_k_nayudu
23,Neizolie,Nagaland,col_c_k_nayudu
23,Odilemba,Nagaland,col_c_k_nayudu
23,Rahul,Nagaland,col_c_k_nayudu
23,Raja Swarnkar,Nagaland,col_c_k_nayudu
23,Rajesh Das,Nagaland,col_c_k_nayudu
23,Randanbemo Y Odyuo,Nagaland,col_c_k_nayudu
23,Renben,Nagaland,col_c_k_nayudu
23,Samuel Zaputou,Nagaland,col_c_k_nayudu
23,Saurav,Nagaland,col_c_k_nayudu
23,Sujal Prasad,Nagaland,col_c_k_nayudu
23,Tohuka,Nagaland,col_c_k_nayudu
23,Toshimanen,Nagaland,col_c_k_nayudu
23,VEKHRUTO,Nagaland,col_c_k_nayudu
23,Vishal Sahani,Nagaland,col_c_k_nayudu
23,W Thechamo Odyuo,Nagaland,col_c_k_nayudu
23,Yugandhar  ,Nagaland,col_c_k_nayudu
23,Zidu Pohena,Nagaland,col_c_k_nayudu
24,Ansuman Bej,Odisha,col_c_k_nayudu
24,ASHIT K SAHU,Odisha,col_c_k_nayudu
24,Ashutosh Chhuria,Odisha,col_c_k_nayudu
24,Asutosh Marndi,Odisha,col_c_k_nayudu
24,Ayush K Barik,Odisha,col_c_k_nayudu
24,BADAL,Odisha,col_c_k_nayudu
24,Binayak Sahoo,Odisha,col_c_k_nayudu
24,Biswa Bibhab Muduli,Odisha,col_c_k_nayudu
24,Biswajit Mohapatra,Odisha,col_c_k_nayudu
24,Debabrata Pradhan  ,Odisha,col_c_k_nayudu
24,Manas R Patra,Odisha,col_c_k_nayudu
24,Om,Odisha,col_c_k_nayudu
24,Rakesh Biswal,Odisha,col_c_k_nayudu
24,Sai Prayas Pattnayak,Odisha,col_c_k_nayudu
24,Saideep Mohapatra,Odisha,col_c_k_nayudu
24,Sambit Kumar Sahoo ,Odisha,col_c_k_nayudu
24,Sambit S Baral,Odisha,col_c_k_nayudu
24,Sarthak G Panda,Odisha,col_c_k_nayudu
24,Sawan Pahariya ,Odisha,col_c_k_nayudu
24,Sobhan Dev Behera,Odisha,col_c_k_nayudu
24,Subham Naik,Odisha,col_c_k_nayudu
24,Subham Priyadarshi,Odisha,col_c_k_nayudu
24,Sujal K Singh,Odisha,col_c_k_nayudu
24,Surya Mohapatra,Odisha,col_c_k_nayudu
24,Swayam Shrivastava,Odisha,col_c_k_nayudu
24,Swoop S Bhuyan,Odisha,col_c_k_nayudu
24,Vimal Kumar,Odisha,col_c_k_nayudu
25,ADIL,Pondicherry,col_c_k_nayudu
25,Akash Pugazhanthi,Pondicherry,col_c_k_nayudu
25,AMAN AHUJA,Pondicherry,col_c_k_nayudu
25,Arshil Rajendra,Pondicherry,col_c_k_nayudu
25,Bharat Rawat,Pondicherry,col_c_k_nayudu
25,DHRUV REDDY,Pondicherry,col_c_k_nayudu
25,Gautam Dileep ,Pondicherry,col_c_k_nayudu
25,Karan Kannan,Pondicherry,col_c_k_nayudu
25,Karthiraja U,Pondicherry,col_c_k_nayudu
25,NAMAN SATISH SHARMA,Pondicherry,col_c_k_nayudu
25,Neyan Kangayan,Pondicherry,col_c_k_nayudu
25,Nithiyananda,Pondicherry,col_c_k_nayudu
25,Nitin Pranaav V,Pondicherry,col_c_k_nayudu
25,P SHAILESH VAITHIANATHAN ,Pondicherry,col_c_k_nayudu
25,P Sunil,Pondicherry,col_c_k_nayudu
25,R Jashwanth Shreeram,Pondicherry,col_c_k_nayudu
25,Ragavan,Pondicherry,col_c_k_nayudu
25,Rahul Rajeev Yadav,Pondicherry,col_c_k_nayudu
25,S Saichetan,Pondicherry,col_c_k_nayudu
25,Sai Hariram K,Pondicherry,col_c_k_nayudu
25,SAMBHAV PARAKH ,Pondicherry,col_c_k_nayudu
25,Shashank,Pondicherry,col_c_k_nayudu
25,Sunil Bishnoi ,Pondicherry,col_c_k_nayudu
25,TEJVEER SINGH,Pondicherry,col_c_k_nayudu
25,UJWAL S GOWDA,Pondicherry,col_c_k_nayudu
25,V K GUPTA,Pondicherry,col_c_k_nayudu
25,VAIBHAV M,Pondicherry,col_c_k_nayudu
25,VAIBHAV SINGH,Pondicherry,col_c_k_nayudu
25,VIKRAM,Pondicherry,col_c_k_nayudu
25,Y Saie Sharan,Pondicherry,col_c_k_nayudu
26,Abhay Choudhary,Punjab,col_c_k_nayudu
26,Abir Kohli,Punjab,col_c_k_nayudu
26,Anshul Negi,Punjab,col_c_k_nayudu
26,Aradhya Shukla,Punjab,col_c_k_nayudu
26,Arpan Walia,Punjab,col_c_k_nayudu
26,Aryaman Dhaliwal,Punjab,col_c_k_nayudu
26,Aryan Bhatia,Punjab,col_c_k_nayudu
26,Aryan Mehra,Punjab,col_c_k_nayudu
26,ASEEM KOHLI,Punjab,col_c_k_nayudu
26,Ayush Goyal,Punjab,col_c_k_nayudu
26,DEEPAM,Punjab,col_c_k_nayudu
26,Deloye Kumar Goyal,Punjab,col_c_k_nayudu
26,DHRUV M,Punjab,col_c_k_nayudu
26,Eish Rao ,Punjab,col_c_k_nayudu
26,Emanjot Singh Chahal,Punjab,col_c_k_nayudu
26,HARADESH BRAR,Punjab,col_c_k_nayudu
26,Harjas Singh Tandon,Punjab,col_c_k_nayudu
26,HARJOT SINGH,Punjab,col_c_k_nayudu
26,Harnoor Singh,Punjab,col_c_k_nayudu
26,Harshdeep Singh,Punjab,col_c_k_nayudu
26,Havneet Singh,Punjab,col_c_k_nayudu
26,Jaskaranvir  Singh Paul,Punjab,col_c_k_nayudu
26,Jatin Sahota,Punjab,col_c_k_nayudu
26,Jovanpreet Singh,Punjab,col_c_k_nayudu
26,Karman,Punjab,col_c_k_nayudu
26,KARTEEK SHARMA ,Punjab,col_c_k_nayudu
26,Kartik Chadha,Punjab,col_c_k_nayudu
26,Krish Bhagat,Punjab,col_c_k_nayudu
26,LOVEJIT ,Punjab,col_c_k_nayudu
26,Manav Vashisht,Punjab,col_c_k_nayudu
26,MANISH SHEORAN,Punjab,col_c_k_nayudu
26,Mayank Gupta,Punjab,col_c_k_nayudu
26,Mridul ,Punjab,col_c_k_nayudu
26,Navpreet,Punjab,col_c_k_nayudu
26,Pankaj Rattu,Punjab,col_c_k_nayudu
26,Parmish Kumar,Punjab,col_c_k_nayudu
26,Pukhraj Dhaliwal,Punjab,col_c_k_nayudu
26,RAHUL SINGH,Punjab,col_c_k_nayudu
26,RAHUL UPPAL,Punjab,col_c_k_nayudu
26,Rajinder Singh,Punjab,col_c_k_nayudu
26,Rushil Shrivastava,Punjab,col_c_k_nayudu
26,Sahil Sharma,Punjab,col_c_k_nayudu
26,Saksham Singh ,Punjab,col_c_k_nayudu
26,Salil Arora ,Punjab,col_c_k_nayudu
26,Shivein Rakheja,Punjab,col_c_k_nayudu
26,SIMRANJEET,Punjab,col_c_k_nayudu
26,Taranveer,Punjab,col_c_k_nayudu
26,Uday Saharan,Punjab,col_c_k_nayudu
26,VANSH YADAV,Punjab,col_c_k_nayudu
26,Yash Karan,Punjab,col_c_k_nayudu
27,Abhishek Kaushal,Railways,col_c_k_nayudu
27,Akhil Ahlawat,Railways,col_c_k_nayudu
27,Anchit Yadav,Railways,col_c_k_nayudu
27,Ankit,Railways,col_c_k_nayudu
27,Ansh Yadav,Railways,col_c_k_nayudu
27,Arpit,Railways,col_c_k_nayudu
27,Avinash,Railways,col_c_k_nayudu
27,Brijendra Tripathi ,Railways,col_c_k_nayudu
27,Damandeep Singh,Railways,col_c_k_nayudu
27,Debopratim Halder,Railways,col_c_k_nayudu
27,Deepanshu Chaudhary,Railways,col_c_k_nayudu
27,Eshaan Goyal,Railways,col_c_k_nayudu
27,Jayant Kaiwart ,Railways,col_c_k_nayudu
27,Jayant Lakhlan,Railways,col_c_k_nayudu
27,Kirtivardhan Upadhyay ,Railways,col_c_k_nayudu
27,Lakhan B Mankas,Railways,col_c_k_nayudu
27,M D Jaiswal,Railways,col_c_k_nayudu
27,Pratham Mishra,Railways,col_c_k_nayudu
27,Raj Nayak,Railways,col_c_k_nayudu
27,Rakesh Kumar Sahoo,Railways,col_c_k_nayudu
27,Shivam Gautam,Railways,col_c_k_nayudu
27,SK Jani Basha,Railways,col_c_k_nayudu
27,Sonu Chhikara,Railways,col_c_k_nayudu
27,Toufik Uddin,Railways,col_c_k_nayudu
27,Umar Malick,Railways,col_c_k_nayudu
27,VAIBHAV PANDEY ,Railways,col_c_k_nayudu
27,Vinay Sharma,Railways,col_c_k_nayudu
28,A Sharma,Rajasthan,col_c_k_nayudu
28,AA Jain,Rajasthan,col_c_k_nayudu
28,AA Malik,Rajasthan,col_c_k_nayudu
28,ABHISHEK SINGH CHOUHAN,Rajasthan,col_c_k_nayudu
28,Aman Meena,Rajasthan,col_c_k_nayudu
28,Amol Chelani ,Rajasthan,col_c_k_nayudu
28,Anirudh Singh,Rajasthan,col_c_k_nayudu
28,Ayush Ameriya,Rajasthan,col_c_k_nayudu
28,B V Sharma,Rajasthan,col_c_k_nayudu
28,Chetan Sharma,Rajasthan,col_c_k_nayudu
28,Deependra Singh,Rajasthan,col_c_k_nayudu
28,Dev Yadav,Rajasthan,col_c_k_nayudu
28,Devkrit Sharma,Rajasthan,col_c_k_nayudu
28,Dharmveer Saini,Rajasthan,col_c_k_nayudu
28,Digvijay,Rajasthan,col_c_k_nayudu
28,DR Gajraj,Rajasthan,col_c_k_nayudu
28,DUSHYANT KACHHAWAHA,Rajasthan,col_c_k_nayudu
28,GANESH HINGRA,Rajasthan,col_c_k_nayudu
28,GANESH SUTHAR,Rajasthan,col_c_k_nayudu
28,H K Joshi,Rajasthan,col_c_k_nayudu
28,HARDIK MEWARA,Rajasthan,col_c_k_nayudu
28,Himanshu Nehra,Rajasthan,col_c_k_nayudu
28,Himanshu Pujari,Rajasthan,col_c_k_nayudu
28,Ishaan Yadav ,Rajasthan,col_c_k_nayudu
28,JASKARAN SINGH,Rajasthan,col_c_k_nayudu
28,Jayant Gedhar,Rajasthan,col_c_k_nayudu
28,JAYANT TAMBI,Rajasthan,col_c_k_nayudu
28,Jaywardhan Singh,Rajasthan,col_c_k_nayudu
28,JITEN KUMAWAT ,Rajasthan,col_c_k_nayudu
28,Karan Lamba,Rajasthan,col_c_k_nayudu
28,Karan Singh,Rajasthan,col_c_k_nayudu
28,LOKENDRA SINGH RATHORE,Rajasthan,col_c_k_nayudu
28,M Choudhary ,Rajasthan,col_c_k_nayudu
28,M K Changra,Rajasthan,col_c_k_nayudu
28,MAHENDRA MAHALA ,Rajasthan,col_c_k_nayudu
28,MD Gazi Khan,Rajasthan,col_c_k_nayudu
28,Meet Bhavsar ,Rajasthan,col_c_k_nayudu
28,NAMAN KATARIYA,Rajasthan,col_c_k_nayudu
28,NH Sachdev ,Rajasthan,col_c_k_nayudu
28,P M Singh Rathore,Rajasthan,col_c_k_nayudu
28,Prem Parihar,Rajasthan,col_c_k_nayudu
28,R H Sharma,Rajasthan,col_c_k_nayudu
28,Rahul Choudhary,Rajasthan,col_c_k_nayudu
28,Rahul Choudhary,Rajasthan,col_c_k_nayudu
28,Rohan Vijay Rajbhar,Rajasthan,col_c_k_nayudu
28,RP Garg,Rajasthan,col_c_k_nayudu
28,SA Yadav,Rajasthan,col_c_k_nayudu
28,Sachin Kakodia ,Rajasthan,col_c_k_nayudu
28,Salaudeen,Rajasthan,col_c_k_nayudu
28,Samrat Singh Shekhawat,Rajasthan,col_c_k_nayudu
28,Sangram Singh,Rajasthan,col_c_k_nayudu
28,Sohan Jaif ,Rajasthan,col_c_k_nayudu
28,Sumit Godara,Rajasthan,col_c_k_nayudu
28,T Khan,Rajasthan,col_c_k_nayudu
28,V S Tiwari,Rajasthan,col_c_k_nayudu
28,VIKAS LOHIA,Rajasthan,col_c_k_nayudu
28,Vishal Godara,Rajasthan,col_c_k_nayudu
28,Yuvraj Singh,Rajasthan,col_c_k_nayudu
29,Aatik Jafai,Saurashtra,col_c_k_nayudu
29,Abhishek Nimavat,Saurashtra,col_c_k_nayudu
29,ADITYA YADAV,Saurashtra,col_c_k_nayudu
29,Adityaraj Rathore,Saurashtra,col_c_k_nayudu
29,Adityasinh H Jadeja,Saurashtra,col_c_k_nayudu
29,AKASH PARMAR ,Saurashtra,col_c_k_nayudu
29,Ansh Gosai,Saurashtra,col_c_k_nayudu
29,Arjun ,Saurashtra,col_c_k_nayudu
29,Aum Kanabar,Saurashtra,col_c_k_nayudu
29,Bablu Yadav,Saurashtra,col_c_k_nayudu
29,Bhagyarajsinh Chudasama,Saurashtra,col_c_k_nayudu
29,Bhavan,Saurashtra,col_c_k_nayudu
29,Brij Shah,Saurashtra,col_c_k_nayudu
29,Chaitanya Jadeja,Saurashtra,col_c_k_nayudu
29,D Gohil,Saurashtra,col_c_k_nayudu
29,Daksh Bhindi,Saurashtra,col_c_k_nayudu
29,Darshak Parmar,Saurashtra,col_c_k_nayudu
29,Deep Baraiya,Saurashtra,col_c_k_nayudu
29,DEV,Saurashtra,col_c_k_nayudu
29,Devarsh Mehta,Saurashtra,col_c_k_nayudu
29,Dharam A Changela ,Saurashtra,col_c_k_nayudu
29,Dhruv Goswami,Saurashtra,col_c_k_nayudu
29,Dhyey Mehta,Saurashtra,col_c_k_nayudu
29,Digvijaysinh ,Saurashtra,col_c_k_nayudu
29,Digvijaysinh Jadeja,Saurashtra,col_c_k_nayudu
29,Divyang Gohel,Saurashtra,col_c_k_nayudu
29,Gajjar  Sammar,Saurashtra,col_c_k_nayudu
29,Gaurang,Saurashtra,col_c_k_nayudu
29,H S Kotak,Saurashtra,col_c_k_nayudu
